,Year,Month,AvgDryBulbTemp_Cincinnati,MinDryBulbTemp_Cincinnati,MaxDryBulbTemp_Cincinnati,DECADE
173,1962,6,295.3328703703708,283.7055555555555,305.92777777777775,1960
174,1962,7,296.28097371565167,282.59444444444443,305.3722222222222,1960
175,1962,8,296.8671445639192,285.3722222222222,311.4833333333333,1960
176,1962,9,290.50725308642023,274.81666666666666,305.3722222222222,1960
177,1962,10,286.4557048984469,264.81666666666666,301.4833333333333,1960
178,1962,11,279.2271604938275,266.4833333333333,292.0388888888889,1960
179,1962,12,271.1727001194747,253.70555555555552,292.0388888888889,1960
180,1963,1,267.6930107526888,245.92777777777775,285.3722222222222,1960
181,1963,2,269.1337962962968,249.81666666666663,286.4833333333333,1960
182,1963,3,280.1295400238949,267.0388888888889,298.15,1960
183,1963,4,285.2773148148154,269.81666666666666,300.3722222222222,1960
184,1963,5,288.3187574671453,270.3722222222222,303.7055555555555,1960
185,1963,6,293.60216049382757,280.3722222222222,305.3722222222222,1960
