,Year,Month,AvgDryBulbTemp_Atlanta,MinDryBulbTemp_Atlanta,MaxDryBulbTemp_Atlanta,DECADE
560,1994,9,295.9910493827162,285.3722222222222,305.92777777777775,1990
561,1994,10,290.58802270011967,279.81666666666666,301.4833333333333,1990
562,1994,11,287.58518518518554,274.81666666666666,299.26111111111106,1990
563,1994,12,283.07607526881793,272.0388888888889,294.81666666666666,1990
564,1995,1,280.4931899641582,264.81666666666666,295.3722222222222,1990
565,1995,2,280.95419349513014,263.7055555555555,298.7055555555555,1990
566,1995,3,287.87857783759586,271.4833333333333,304.81666666666666,1990
567,1995,4,291.9223765432105,278.15,304.26111111111106,1990
568,1995,5,296.4414610438167,282.59444444444443,306.4833333333333,1990
569,1995,6,297.9776927831873,287.0388888888889,308.7055555555555,1990
570,1995,7,301.8321530596908,292.0388888888889,311.4833333333333,1990
571,1995,8,299.28462014352914,293.15,312.0388888888889,1990
572,1995,9,294.1011111111117,283.15,305.3722222222222,1990
573,1995,10,290.1137426900582,277.59444444444443,300.3722222222222,1990
574,1995,11,282.67390033053726,270.3722222222222,295.92777777777775,1990
575,1995,12,279.1963492063496,262.59444444444443,295.3722222222222,1990
576,1996,1,278.44865460450086,264.26111111111106,292.59444444444443,1990
577,1996,2,281.7369144405737,258.7055555555555,299.26111111111106,1990
578,1996,3,283.93827287246165,264.26111111111106,297.59444444444443,1990
579,1996,4,289.5932789432793,274.26111111111106,302.59444444444443,1990
580,1996,5,296.65548696845065,280.3722222222222,308.15,1990
581,1996,6,298.76090355610944,288.7055555555555,309.26111111111106,1990
582,1996,7,299.79036817882985,290.92777777777775,309.26111111111106,1990
583,1996,8,298.41422060689956,293.15,306.4833333333333,1990
584,1996,9,295.45838756326793,284.81666666666666,304.81666666666666,1990
585,1996,10,290.4524121118814,277.0388888888889,301.4833333333333,1990
586,1996,11,284.66880722593476,272.0388888888889,298.15,1990
587,1996,12,283.15057690088844,265.3722222222222,295.3722222222222,1990
588,1997,1,281.78720714451487,263.7055555555555,295.92777777777775,1990
589,1997,2,284.67747386336026,271.4833333333333,297.59444444444443,1990
590,1997,3,289.2675263022841,273.15,299.81666666666666,1990
591,1997,4,287.7181148276309,274.26111111111106,299.26111111111106,1990
592,1997,5,291.6934920634924,280.92777777777775,302.0388888888889,1990
593,1997,6,294.37065727699553,285.3722222222222,304.26111111111106,1990
594,1997,7,298.5978848114171,289.81666666666666,307.0388888888889,1990
595,1997,8,297.4042969278664,288.15,305.3722222222222,1990
596,1997,9,295.2079413769598,286.4833333333333,307.59444444444443,1990
597,1997,10,289.2938278595699,274.81666666666666,301.4833333333333,1990
598,1997,11,282.0883938393847,268.15,292.59444444444443,1990
599,1997,12,279.2100398604887,268.15,291.4833333333333,1990
600,1998,1,281.3744704768671,266.4833333333333,293.15,1990
601,1998,2,281.2283475783476,272.59444444444443,295.3722222222222,1990
602,1998,3,283.20611672278363,266.4833333333333,299.81666666666666,1990
603,1998,4,288.3452754036093,277.0388888888889,299.26111111111106,1990
604,1998,5,295.2941077441081,283.15,304.26111111111106,1990
605,1998,6,298.6107883532488,283.7055555555555,307.59444444444443,1990
606,1998,7,299.3050232867596,293.7055555555555,308.15,1990
607,1998,8,298.0854923644029,290.92777777777775,307.0388888888889,1990
608,1998,9,296.95620155038785,286.4833333333333,305.92777777777775,1990
609,1998,10,291.906420654231,276.4833333333333,303.15,1990
